pid,stage,projectname,keywords,country,location,sector,subsector,totalbudget,financialstructure,eststart,estcompletion,developer,sponsor,lat,lng,geocode
3508,planning,SR 99 El Dorado to Clinton Rehab,"transport, highways, roadway,CA,California",United States,"Fresno, California",Transport,Highways,375,,2017-06-01,2026-06-01,,Caltrans,36.739442,-119.784831,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Fresno, California United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Fresno"",""adminArea5Type"":""City"",""adminArea4"":""Fresno County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":36.739442,""lng"":-119.784831},""displayLatLng"":{""lat"":36.739442,""lng"":-119.784831}}]}]}"
3463,planning,DeRenne - Widening,"highway,roadway,GA",United States,"Savannah, GA",Transport,Highways,97,PPP,1111-11-11,2024-06-01,,City of Savannah and GA DOT,32.080926,-81.091177,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Savannah, GA United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Savannah"",""adminArea5Type"":""City"",""adminArea4"":""Chatham County"",""adminArea4Type"":""County"",""adminArea3"":""GA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":32.080926,""lng"":-81.091177},""displayLatLng"":{""lat"":32.080926,""lng"":-81.091177}}]}]}"
3514,planning,Crow Creek Pipeline,"energy, oil, gas, pipeline, WY",United States,"Afton, WY",Energy,Generation — Oil-Fired,3,Private,1111-11-11,2024-06-01,,Lower Valley Energy,42.724969,-110.931838,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Afton, WY United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Afton"",""adminArea5Type"":""City"",""adminArea4"":""Lincoln County"",""adminArea4Type"":""County"",""adminArea3"":""WY"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""83110"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":42.724969,""lng"":-110.931838},""displayLatLng"":{""lat"":42.724969,""lng"":-110.931838}}]}]}"
3731,planning,Big Bend Wind Project,"renewables,energy,transmission,SD",United States,"Cottonwood County, SD",Energy,Transmission,500,Private,2021-06-01,2023-06-01,Apex Clean Energy,Apex Clean Energy,43.966934,-101.905983,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Cottonwood County, SD""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Cottonwood"",""adminArea5Type"":""City"",""adminArea4"":""Jackson County"",""adminArea4Type"":""County"",""adminArea3"":""SD"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":43.966934,""lng"":-101.905983},""displayLatLng"":{""lat"":43.966934,""lng"":-101.905983}}]}]}"
3505,planning,Albert J Ellis Airport Runway Extension,"runway, airport, logistics, highway, aviation, transport,NC,North Carolina",United States,"Richlands, North Carolina",Transport,Airports & Logistics,10,Concession,2016-06-01,2026-06-01,,Onslow County,36.0865,-82.314299,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Richlands, North Carolina United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Richlands"",""adminArea5Type"":""City"",""adminArea4"":""Mitchell County"",""adminArea4Type"":""County"",""adminArea3"":""NC"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""28740"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":36.0865,""lng"":-82.314299},""displayLatLng"":{""lat"":36.0865,""lng"":-82.314299}}]}]}"
3423,planning,Woodruff Road Congestion Relief Project,"highway,traffic,SC",United States,"Greenville,  SC",Transport,Highways,32,,2021-06-01,2023-06-01,,SCDOT,34.851354,-82.398488,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Greenville,  SC""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Greenville"",""adminArea5Type"":""City"",""adminArea4"":""Greenville County"",""adminArea4Type"":""County"",""adminArea3"":""SC"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":34.851354,""lng"":-82.398488},""displayLatLng"":{""lat"":34.851354,""lng"":-82.398488}}]}]}"
3761,planning,Pittsburgh BRT,"brt,transit,pittsburgh,pennsylvania,PA",United States,Pittsburgh,Transport,Transit,250,Public,2021-06-01,1111-11-11,,Port Authority (Pittsburgh),40.441694,-79.990086,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Pittsburgh""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Pittsburgh"",""adminArea5Type"":""City"",""adminArea4"":""Allegheny County"",""adminArea4Type"":""County"",""adminArea3"":""PA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.441694,""lng"":-79.990086},""displayLatLng"":{""lat"":40.441694,""lng"":-79.990086}}]}]}"
2133,planning,I-95 Stamford to Bridgeport,"I-95, Stamford, Bridgeport, CT",United States,Connecticut,Transport,Urban Highways,4100,Public,1111-11-11,1111-11-11,,CDOT,41.65002,-72.734216,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Connecticut United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":"""",""adminArea4Type"":""County"",""adminArea3"":""CT"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A3XAX"",""geocodeQuality"":""STATE"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.65002,""lng"":-72.734216},""displayLatLng"":{""lat"":41.65002,""lng"":-72.734216}}]}]}"
3760,planning,East Shore Section 3 (I-83 Capital Beltway Harrisburg),"pennsylvania,harrisburg,I-83,PA",United States,Harrisburg,Transport,Highways,300,Public,2022-06-01,1111-11-11,,PennDOT,40.266311,-76.886112,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Harrisburg""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Harrisburg"",""adminArea5Type"":""City"",""adminArea4"":""Dauphin County"",""adminArea4Type"":""County"",""adminArea3"":""PA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.266311,""lng"":-76.886112},""displayLatLng"":{""lat"":40.266311,""lng"":-76.886112}}]}]}"
3716,procurement,Bay Park Conveyance Project,"Conveyance,water,new york,NY",United States,Hewlett,Water,Water Supply,408,Public,2020-10-01,2022-10-01,,New York Department of Environmental Conservation,40.643159,-73.695686,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Hewlett""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Hewlett"",""adminArea5Type"":""City"",""adminArea4"":""Nassau"",""adminArea4Type"":""County"",""adminArea3"":""NY"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.643159,""lng"":-73.695686},""displayLatLng"":{""lat"":40.643159,""lng"":-73.695686}}]}]}"
3747,procurement,I-70/71 Columbus Crossroads Phase 4R,"Ohio,columbus,highway,OH",United States,Columbus,Transport,Highways,100,Public,2020-06-01,2023-06-01,,"Ohio DOT, City of Columbus, MORPC",39.96226,-83.000706,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Columbus""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Columbus"",""adminArea5Type"":""City"",""adminArea4"":""Franklin County"",""adminArea4Type"":""County"",""adminArea3"":""OH"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":39.96226,""lng"":-83.000706},""displayLatLng"":{""lat"":39.96226,""lng"":-83.000706}}]}]}"
3481,procurement,"Derry, Londonderry, Exit 4A, I-93 (State Number 13065)","highway, NH",United States,"derry, NH",Transport,Highways,96,Public,1111-11-11,2024-06-01,,The Towns of Derry and Londonderry (the Towns) and the New Hampshire Department of Transportation (NHDOT),42.880868,-71.326449,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""derry, NH United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Derry"",""adminArea5Type"":""City"",""adminArea4"":""Rockingham County"",""adminArea4Type"":""County"",""adminArea3"":""NH"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":42.880868,""lng"":-71.326449},""displayLatLng"":{""lat"":42.880868,""lng"":-71.326449}}]}]}"
3616,planning,Additional Lanes on U.S.-72 (Florence Boulevard),"Alabama,US,72,DOT,Transport,Highways,AL",United States,"Florence, Alabama",Transport,Highways,20,Public,2020-06-01,2022-06-01,,Alabama Department of Transportation,34.79981,-87.677251,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Florence, Alabama""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Florence"",""adminArea5Type"":""City"",""adminArea4"":""Lauderdale County"",""adminArea4Type"":""County"",""adminArea3"":""AL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":34.79981,""lng"":-87.677251},""displayLatLng"":{""lat"":34.79981,""lng"":-87.677251}}]}]}"
3894,planning,US 395 North Valleys Project,"reno,highway,NV",United States,Reno,Transport,Highways,200,Public,2023-01-01,2029-06-01,,Nevada DOT,39.52927,-119.813674,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Reno""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Reno"",""adminArea5Type"":""City"",""adminArea4"":""Washoe County"",""adminArea4Type"":""County"",""adminArea3"":""NV"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":39.52927,""lng"":-119.813674},""displayLatLng"":{""lat"":39.52927,""lng"":-119.813674}}]}]}"
3893,planning,Pyramid Highway/U.S. 395 Connection Project,"highway,NV",United States,Reno,Transport,Highways,900,Public,2022-10-01,1111-11-11,,"Regional Transportation Commission of Washoe County (RTC), Nevada DOT",39.52927,-119.813674,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Reno""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Reno"",""adminArea5Type"":""City"",""adminArea4"":""Washoe County"",""adminArea4Type"":""County"",""adminArea3"":""NV"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":39.52927,""lng"":-119.813674},""displayLatLng"":{""lat"":39.52927,""lng"":-119.813674}}]}]}"
3740,planning,Nampa WWTP Phase II,"idaho,wwtp,nampa,ID",United States,Nampa,Water,Waste Water,100,Design–Build,2021-11-01,2025-10-01,,City of Nampa,43.573736,-116.559631,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Nampa""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Nampa"",""adminArea5Type"":""City"",""adminArea4"":""Canyon County"",""adminArea4Type"":""County"",""adminArea3"":""ID"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":43.573736,""lng"":-116.559631},""displayLatLng"":{""lat"":43.573736,""lng"":-116.559631}}]}]}"
3710,planning,U.S. 70 Improvements – James City to Havelock Bypass,"north carolina,road,NC",United States,Havelock,Transport,Highways,200,Public,2021-04-01,2024-06-01,TBD,NCDOT,34.8785,-76.901446,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Havelock""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Havelock"",""adminArea5Type"":""City"",""adminArea4"":""Craven County"",""adminArea4Type"":""County"",""adminArea3"":""NC"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""28533"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":34.8785,""lng"":-76.901446},""displayLatLng"":{""lat"":34.8785,""lng"":-76.901446}}]}]}"
